system,user,assistant
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct Walk-in Interview for Technical Recruiter at QuantumByte Solutions, Trivandrum. Office Address: Building 4, Mindspace IT Park, Sector 33, Trivandrum. Timing: 10:00 AM onwards. Standard HR and managerial evaluation rounds.",Classification: Real. Red Flags: None. The posting follows professional standards with an official domain-based portal link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Full-time Data Analyst opening at BlueDot Logistics India (Mysore / Hybrid). Exp: 1-3 yrs. Tech: Data Modeling, SQL. Salary: 5-9 LPA. Apply via our official careers board: https://bluedotlogistics.in/careers.",Classification: Real. Red Flags: None. The job requirements and application portal are standard for this level of role.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Content Strategist / Copywriter opening at BlueDot Logistics India (Vadodara). Candidate must have 1-3 yrs experience. Offered salary: 4-7 LPA. Register your application at https://bluedotlogistics.in/careers.,"Classification: Real. Red Flags: None. The organization is a typical corporate structure, and the communication follows standard hiring patterns."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Selected for Back Office Executive role at Myntra. To release your salary account and joining kit, reply with Aadhaar, PAN, Netbanking credentials and OTP.",Classification: Fake. Red Flags: Suspicious request for personal financial information; Urgent hiring pressure; No proper verification process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Work from home Back Office Executive. Salary 12 LPA. Pay ₹750 for ID card badge & document verification charges to confirm your joining. Contact HR on WhatsApp.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; High pressure to initiate via private communication channel."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Apply for Data Analyst at Zomato. Use this personal Gmail link to schedule a paid slot for an instant interview.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; suspicious organization communication."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Project Management intern. Stipend 15k/month. Must be a current MBA student. Flexible hours. Interested applicants should email the team.,"Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Walk-in drive for Java Spring Boot Developer at HyperScale Technologies. Location: Building 9, Mindspace IT Park, Sector 44, Coimbatore. Experience: 2-5 yrs. Salary: 7-13 LPA. Date: Saturday 10 AM to 4 PM. Bring 2 copies of resume and ID proof.",Classification: Real. Red Flags: None. Uses official career portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Part-time online job for students and housewives. Earn 3000 to 8000 INR per day by just completing simple crypto affiliate click tasks. No experience needed. Join Telegram channel wa.me/918765432109?text=StartWork to start now.,Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Career opportunity at Tata Motors. Role: Assistant Manager, Location: Surat. Package: 7.5 LPA. Email CV to internships@skillinfytech.com. Pay ₹800 for online test link.","Classification: Fake. Red Flags: Unknown organization email; Asks for registration fee, security deposit, or any payment; Brand impersonation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Wanted: Copy Editor. Full time. Based in Bengaluru. Experience in journalism preferred. Send applications to talent@reputablebrand.com.,Classification: Real. Red Flags: None.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Software Tester opening at Cognizant. Requirements: ISTQB certification preferred, Java knowledge mandatory. Follow instructions on official portal.",Classification: Real. Red Flags: None. Standard IT job criteria used.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: MAANG Bootcamp @ Lowest Price. Final Call: Extra 60% OFF Coupon CAREER40. Hi Candidate, this is your last chance to grab the DSA + System Design + AI Bootcamp at the lowest price it will ever be. FINAL HOURS: Biggest Discount We've Ever Offered. Use Code: CAREER40. Offer Ends @ 11:59 PM. Secure Your Seat Now at t.me/AmazonReviewJobs. 120+ Hours Live Sessions, FAANG Mock Interviews, Job Assistance & Profile Optimization. Once this window closes, the price goes back up.",Classification: Fake. Red Flags: Aggressive marketing spam disguised as career opportunity; Fake urgency / countdown timer pressure; Exaggerated job placement guarantees.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Part-time online job for students and housewives. Earn 2000-4000/day by just watching promotional movie trailers and rating them. No experience needed. Join Telegram channel tinyurl.com/amazon-wfh-job to start now.,Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Need Email Processing Assistant immediately. Earn 80k monthly working just 2 hours a day from mobile. Instant offer letter upon registration on https://skillinfytech.com/#apply-now.,"Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Digital Marketing Internship at startup 'BrandGrowth'. No stipend. Learn and grow your skills while handling 100% of our daily leads for free.,Classification: Fake. Red Flags: Unpaid role disguised as opportunity; Exploitative demand of work responsibilities for zero compensation.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Notification: Application Update on Data Engineering Master Program. Guaranteed placement support with 15 LPA CTC. Course enrollment fee: ₹75,000. Click to talk to our career counsellor and claim scholarship: forms.gle/9xJ82kLaPqZ81.",Classification: Fake. Red Flags: Expensive commercial course disguised as job application update; Exaggerated salary promises.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Dear Candidate, Greetings from ProSkills Tech Solutions Private Limited. You are receiving this email because you showed interest in internship opportunities. We would like to inform you about our 6-Weeks Internship Program. About ProSkills Tech Solutions: registered organization under MCA, recognized under MSME, aligned with AICTE academic internship guidelines. Program Details: Duration: 6-Weeks. Internship Fee: No internship fee. Access Fee: ₹299 only (for Digital ID Card & platform access). Please note: The ₹299 amount is not an internship fee. It is charged only for Digital ID Card issuance, project access, LMS portal and certificate issuance. Application Link: flipkart-hiring2024.site. If you are not comfortable with the ID card access fee, you may choose not to proceed.",Classification: Fake. Red Flags: Micro-fee access charge / Digital ID card fee trap; Deceptive 'No internship fee' disclaimer; False regulatory accreditation claims (MCA/MSME/AICTE).
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Junior developer role at InfoSys. Candidates interested can check our internal career board to apply and check eligibility criteria. Must hold CS degree.,Classification: Real. Red Flags: None. Professional process requiring adherence to corporate standards.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Internship for students. Role: Office boy. 500 per month stipend. Long hours.,"Classification: Fake. Red Flags: Exploitative terms, minimal remuneration for long hours."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: InnoWave Software Labs is hiring a Senior Frontend Engineer in Kolkata. Required skills: Webpack, Performance Optimization, React, Next.js. Experience: 4-7 yrs. CTC: 16-25 LPA. Apply directly on our portal: https://innowave.recruitee.com.",Classification: Real. Red Flags: None. Reputable company and standard professional application process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Dear Candidate, Greetings from ProSkills Tech Solutions Private Limited. You are receiving this email because you showed interest in internship opportunities. We would like to inform you about our 8-Weeks Internship Program. About ProSkills Tech Solutions: registered organization under MCA, recognized under MSME, aligned with AICTE academic internship guidelines. Program Details: Duration: 8-Weeks. Internship Fee: No internship fee. Access Fee: ₹89 only (for Digital ID Card & platform access). Please note: The ₹89 amount is not an internship fee. It is charged only for Digital ID Card issuance, project access, LMS portal and certificate issuance. Application Link: hdfc-careers-desk.online/login. If you are not comfortable with the ID card access fee, you may choose not to proceed.",Classification: Fake. Red Flags: Micro-fee access charge / Digital ID card fee trap; Deceptive 'No internship fee' disclaimer; False regulatory accreditation claims (MCA/MSME/AICTE).
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: [Update] Your application has been accepted. We'd love to have you represent our company at your campus! As a student, you're uniquely positioned to promote our programs and earn certificates and rewards. Learn more and accept your role at bit.ly/google-remote-2024.",Classification: Fake. Red Flags: Unsolicited acceptance notification; Unpaid student ambassador marketing scheme; Deceptive application confirmation.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Mobile Developer (React Native) required for SimpliLogix Solutions located in Hyderabad. Must have hands-on experience in Redux, Native Modules. Selection includes technical round + HR discussion. Apply via https://simplilogix.keka.com/careers.",Classification: Real. Red Flags: None. The posting outlines a standard recruitment process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Need Online Form Filler immediately. Earn 15 LPA working just 2 hours a day from mobile. Instant offer letter upon registration on wa.me/918765432109?text=StartWork.,"Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Dear Candidate, Greetings from NextGen Infotech Pvt Ltd Private Limited. You are receiving this email because you showed interest in internship opportunities. We would like to inform you about our 6-Weeks Internship Program. About NextGen Infotech Pvt Ltd: registered organization under MCA, recognized under MSME, aligned with AICTE academic internship guidelines. Program Details: Duration: 6-Weeks. Internship Fee: No internship fee. Access Fee: ₹249 only (for Digital ID Card & platform access). Please note: The ₹249 amount is not an internship fee. It is charged only for Digital ID Card issuance, project access, LMS portal and certificate issuance. Application Link: hdfc-careers-desk.online/login. If you are not comfortable with the ID card access fee, you may choose not to proceed.",Classification: Fake. Red Flags: Micro-fee access charge / Digital ID card fee trap; Deceptive 'No internship fee' disclaimer; False regulatory accreditation claims (MCA/MSME/AICTE).
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: We are hiring HR Recruiters. Monthly salary 2 lakhs. No qualification needed. Work from mobile. DM on WhatsApp now for fast selection. Limited slots.,Classification: Fake. Red Flags: Unrealistically high salary for role; Vague/undisclosed job requirements; Urgent hiring pressure; Non-professional recruitment method.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Part-time online job for students and housewives. Earn 3000 to 8000 INR per day by just rating 5-star reviews for hotels on Google Maps. No experience needed. Join Telegram channel bit.ly/tcs-direct-offer to start now.,Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Typing work from home! Earn 2,000 INR per day. Registration charges 1,000 INR. Hurry, only 5 spots left!","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Urgent hiring pressure; Unrealistically high earnings for role."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Indore. Salary 32,000/month. Pay ₹750 for online application form at amazon-jobs-india.xyz/apply.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Full-time Data Analyst opening at SimpliLogix Solutions (Gurgaon / Hybrid). Exp: 1-3 yrs. Tech: Excel, SQL. Salary: 5-9 LPA. Apply via our official careers board: https://simplilogix.keka.com/careers.",Classification: Real. Red Flags: None. Transparent job terms on recognized platform.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Update: You've a new update on Full Stack Development classroom program. Hello Candidate, Give your Full Stack skills the hands-on experience they need. With classroom training program, get placement application support & 3-year access to the career portal. Earn certificates from top corporate partners. Course fee: Starting from ₹65,000 + GST. Merit-based scholarship available for eligible students. Ready to kick-start your journey? Talk to a counsellor at tinyurl.com/amazon-wfh-job.",Classification: Fake. Red Flags: Expensive paid course upselling disguised as career notification; Deceptive marketing funnel; Aggressive tele-counsellor lead capture.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Hiring Marketing lead at Zomato. Package ₂0 Lakh. Interview via Gmail personal thread. Submit ₅00 document verify fee.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Unknown or suspicious communication via personal email instead of company domain."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Dear Candidate, Greetings from SkillInfyTech IT Solutions Private Limited. You are receiving this email because you showed interest in internship opportunities. We would like to inform you about our 1-Month Internship Program. About SkillInfyTech IT Solutions: registered organization under MCA, recognized under MSME, aligned with AICTE academic internship guidelines. Program Details: Duration: 1-Month. Internship Fee: No internship fee. Access Fee: ₹149 only (for Digital ID Card & platform access). Please note: The ₹149 amount is not an internship fee. It is charged only for Digital ID Card issuance, project access, LMS portal and certificate issuance. Application Link: internshala-direct-apply.cc. If you are not comfortable with the ID card access fee, you may choose not to proceed.",Classification: Fake. Red Flags: Micro-fee access charge / Digital ID card fee trap; Deceptive 'No internship fee' disclaimer; False regulatory accreditation claims (MCA/MSME/AICTE).
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Senior Java Architect role with Reliance. Send resume to our company career portal and follow the official assessment process.,Classification: Real. Red Flags: None. Uses recognized entity and official application portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Delhi NCR. Salary 32,000/month. Pay ₹450 for online application form at wa.me/919876543210?text=ApplyJob.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",[Update] Congratulations! Your application for Campus Ambassador Lead has been approved. Lead promotional drives in your college to unlock goodies and completion certificate. Click here to confirm: flipkart-hiring2024.site.,Classification: Fake. Red Flags: Unsolicited role assignment; Unpaid promotional labor disguised as prestigious campus leadership.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Junior Java Developer position available. B.Tech mandatory. CTC 6LPA. Full selection process involves two rounds of technical interviews. Apply at official domain careers@cognizant.com.,Classification: Real. Red Flags: None. Formal application process described.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Guaranteed placement as Digital Marketing Specialist at MNC. Package 8.5 LPA. Must purchase mandatory ISO certified training module for ₹1999 to get final offer.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Guaranteed job offer conditional on paid purchase."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Selected for 4-Weeks Data Science Internship at NextGen Infotech Pvt Ltd! There is NO training fee. However, candidates must pay a nominal access & verification fee of ₹199 for LMS server access and digital certificate issuance. Pay via UPI to activate your dashboard at t.me/OnlineTask_DailyPayout.",Classification: Fake. Red Flags: Asks for platform access fee; Hidden onboarding charges; Suspicious registration link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Walk-in drive for Backend Engineer (Go) at NexGen Mobility Solutions. Location: Building 2, Mindspace IT Park, Sector 22, Trivandrum. Experience: 3-6 yrs. Salary: 14-24 LPA. Date: Saturday 10 AM to 4 PM. Bring 2 copies of resume and ID proof.",Classification: Real. Red Flags: None. Transparent job terms on recognized platform.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Selected for 8-Weeks Data Science Internship at SkillInfyTech IT Solutions! There is NO training fee. However, candidates must pay a nominal access & verification fee of ₹249 for LMS server access and digital certificate issuance. Pay via UPI to activate your dashboard at wa.me/919876543210?text=ApplyJob.",Classification: Fake. Red Flags: Asks for platform access fee; Hidden onboarding charges; Suspicious registration link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Become a work from home survey expert. Unlimited earning potential. No salary mentioned. Please pay ₁,000 for access to the job dashboard.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Vague or undisclosed salary."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Part-time online job for students and housewives. Earn 2000-4000/day by just completing simple crypto affiliate click tasks. No experience needed. Join Telegram channel t.me/PartTime_Earnings_India to start now.,Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgently hiring Graphic Designer & Brand Specialist for OmniCloud Innovations in Delhi NCR. Role covers Adobe Photoshop, Illustrator, motion graphics, branding guidelines, social creatives. CTC: 4-7 LPA. Please send your updated resume to careers@omnicloud.io.",Classification: Real. Red Flags: None. Transparent job terms on recognized platform.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgently required Document Verification Specialist. Pay: 70,000/month. Pay Rs 2500 refundable laptop security deposit via GooglePay/PhonePe to secure your employee code.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious request for personal financial transactions; Urgent hiring pressure."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Join us as a delivery executive. Pay 3000 deposit for uniform and bags.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Need Online Form Filler immediately. Earn 20,000 per week working just 2 hours a day from mobile. Instant offer letter upon registration on forms.gle/9xJ82kLaPqZ81.","Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct opening: Frontend Developer at FinEdge Capital Advisors (Mysore). Tech: React.js, Next.js. Package: 3.5-7 LPA. Send your profile to recruitment@finedgecapital.com or apply at https://careers.finedgecapital.com.",Classification: Real. Red Flags: None. Uses official career portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Full-time Backend Engineer (Python/FastAPI) opening at NovaFin Services India (Mysore / Hybrid). Exp: 2-5 yrs. Tech: Redis, FastAPI. Salary: 8-15 LPA. Apply via our official careers board: https://novafin.in/careers.",Classification: Real. Red Flags: None. Uses official career portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Mega Walk-in interview at Crestview Partners India office (Building 7, Mindspace IT Park, Sector 10, Nagpur) for Financial Analyst. Exp: 2-4 yrs. Offered CTC: 6-11 LPA. Candidates must bring updated CV. No registration charges.","Classification: Real. Red Flags: None. The post is professional, specifies stipend/salary range, and uses legitimate procedures."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Get Your FREE Session Now. Hey Candidate, Still wondering if mentorship is worth it? Claim your Free 1:1 Trial Session with a real industry expert. Career roadmap, resume feedback, and mock interview prep. Only a few trial slots are left — and they're going fast. Claim Your Free Trial Session Now at naukri-job-portal.top.",Classification: Fake. Red Flags: High pressure sales funnel; Fake scarcity ('slots going fast'); Lead generation marketing spam.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Selected for 6-Weeks Data Science Internship at AlphaTech Innovations! There is NO training fee. However, candidates must pay a nominal access & verification fee of ₹99 for LMS server access and digital certificate issuance. Pay via UPI to activate your dashboard at https://skillinfytech.com/#apply-now.",Classification: Fake. Red Flags: Asks for platform access fee; Hidden onboarding charges; Suspicious registration link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Final Hours: 60% OFF Full Stack Job Guarantee Bootcamp! Use coupon CODE: DISCOUNT60 before 11:59 PM tonight. Guaranteed interview calls at top product companies. Secure your seat at tinyurl.com/amazon-wfh-job before price increases.,Classification: Fake. Red Flags: Commercial course marketing spam; Unrealistic job placement claims; High pressure sales urgency.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Notification: Application Update on Data Engineering Master Program. Guaranteed placement support with 15 LPA CTC. Course enrollment fee: ₹65,000 + GST. Click to talk to our career counsellor and claim scholarship: naukri-job-portal.top.",Classification: Fake. Red Flags: Expensive commercial course disguised as job application update; Exaggerated salary promises.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Full Stack Developer Job Assurance Program with Air India. Guaranteed 6 LPA salary post completion of ₹1999 training registration.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Guaranteed job offer; Brand impersonation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Final Hours: 60% OFF Full Stack Job Guarantee Bootcamp! Use coupon CODE: DISCOUNT60 before 11:59 PM tonight. Guaranteed interview calls at top product companies. Secure your seat at https://propeers.in/bootcamps/software-developer-bootcamp before price increases.,Classification: Fake. Red Flags: Commercial course marketing spam; Unrealistic job placement claims; High pressure sales urgency.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Need Online Form Filler immediately. Earn 80k monthly working just 2 hours a day from mobile. Instant offer letter upon registration on https://skillinfytech.com/#apply-now.,"Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Notification: Application Update on Data Engineering Master Program. Guaranteed placement support with 15 LPA CTC. Course enrollment fee: ₹1,20,000. Click to talk to our career counsellor and claim scholarship: internshala-direct-apply.cc.",Classification: Fake. Red Flags: Expensive commercial course disguised as job application update; Exaggerated salary promises.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Content & Technical Writing Intern opportunity at RazorEdge Labs India. Duration: 3 months, Stipend: INR 10,000 - 16,000 /month. Requirements: Writing technical guides, product documentation, blog posts. Submit your profile on https://boards.greenhouse.io/razoredge.",Classification: Real. Red Flags: None. The job requirements and application portal are standard for this level of role.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgent opening for Software Associate at Paytm in Mumbai. CTC: 55,000/month. Send your resume to tcs-virtual-onboarding@yahoo.com. Offer letter released within 24 hours without interview.",Classification: Fake. Red Flags: Unknown organization email; Suspicious organization domain; No interview required / guaranteed job offer.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: NexGen Mobility Solutions is looking for a Business Development Executive (B2B) in Jaipur. Responsibilities: Outbound prospecting, CRM management, discovery calls, client pitches. Exp: 0-2 yrs. Salary: 3.5-5.5 LPA + incentives. Apply via our careers page at https://nexgenmobility.in/careers.",Classification: Real. Red Flags: None. The posting outlines a standard recruitment process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: MAANG Bootcamp @ Lowest Price. Final Call: Extra 70% OFF Coupon MAANG. Hi Candidate, this is your last chance to grab the DSA + System Design + AI Bootcamp at the lowest price it will ever be. FINAL HOURS: Biggest Discount We've Ever Offered. Use Code: MAANG. Offer Ends @ 11:59 PM. Secure Your Seat Now at flipkart-hiring2024.site. 120+ Hours Live Sessions, FAANG Mock Interviews, Job Assistance & Profile Optimization. Once this window closes, the price goes back up.",Classification: Fake. Red Flags: Aggressive marketing spam disguised as career opportunity; Fake urgency / countdown timer pressure; Exaggerated job placement guarantees.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Notification: Application Update on Data Engineering Master Program. Guaranteed placement support with 15 LPA CTC. Course enrollment fee: ₹65,000 + GST. Click to talk to our career counsellor and claim scholarship: flipkart-hiring2024.site.",Classification: Fake. Red Flags: Expensive commercial course disguised as job application update; Exaggerated salary promises.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Walk-in drive for Graphic Designer & Brand Specialist at OmniCloud Innovations. Location: Building 10, Mindspace IT Park, Sector 40, Nagpur. Experience: 1-4 yrs. Salary: 4-7 LPA. Date: Saturday 10 AM to 4 PM. Bring 2 copies of resume and ID proof.",Classification: Real. Red Flags: None. Uses official career portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Join CloudVerve Systems as a Graphic Designer & Brand Specialist (Kolkata). Key responsibilities include Adobe Photoshop, Illustrator, motion graphics, branding guidelines, social creatives. Package: 4-7 LPA. Official application link: https://cloudverve.freshteam.com/jobs.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Join NovaFin Services India as a Technical Recruiter (Visakhapatnam). Key responsibilities include Sourcing software engineers, candidate screening, compensation negotiation, ATS management. Package: 5-9 LPA. Official application link: https://novafin.in/careers.",Classification: Real. Red Flags: None. The posting follows professional standards with an official domain-based portal link.
